StreetAddress,MainAddress,X,Y
243 CITY HILL ST,"NAUGATUCK, CT  06770-3336",-73.039415,41.497408
82 REES DR,"OXFORD, CT  06478-1840",-73.111045,41.406039
190 DRYDEN DR,"MERIDEN, CT  06450-6134",-72.789755,41.524929
212 LANSDOWNE,"WESTPORT, CT  06880-5648",-73.304585,41.135694
331 PUMPKIN HILL RD,"LEDYARD, CT  06339-1932",-71.980841,41.39893
16 ELANA LN,"SANDY HOOK, CT  06482-1205",-73.261912,41.415089
36 DEVINE RD,"SUFFIELD, CT  06078-2368",-72.61737,41.974902
70 BENTLEY CIR,"GOSHEN, CT  06756-1719",-73.254813,41.823635
3 ASHWOOD LN,"BROOKFIELD, CT  06804-3239",-73.361969,41.475505
33 RIDGEDALE RD,"BETHEL, CT  06801-1214",-73.392776,41.409258
5 PARADISE CT,"NEW FAIRFIELD, CT  06812-3812",-73.530096,41.467664
89 BREWSTER RD,"GRISWOLD, CT  06351-2662",-71.969209,41.578452
85 FISHING BROOK RD,"WESTBROOK, CT  06498-1470",-72.461634,41.306584
55 ASHER AVE,"PAWCATUCK, CT  06379-1709",-71.848596,41.383119
121 BRUSHY HILL RD,"NEWTOWN, CT  06470-2513",-73.297507,41.369421
15 HIGHWOOD RD,"CANTON, CT  06019-2221",-72.889676,41.836876
24 PILGRIM TRL,"WILTON, CT  06897-3609",-73.393328,41.188686
619 WHITTEMORE RD,"MIDDLEBURY, CT  06762-3001",-73.102973,41.526731
97 BIRCH HILL RD,"WESTON, CT  06883-1735",-73.378866,41.233488
19 GALLOWS HILL RD,"REDDING, CT  06896-1405",-73.388244,41.314083
43 LYNWOOD RD,"STORRS, CT  06268-2029",-72.262553,41.798089
97 HICKORY RD,"TORRINGTON, CT  06790-4217",-73.07434,41.812636
34 W MAIN ST APT 1,"MYSTIC, CT  06355-2519",-71.970372,41.35497
146 ASPEN DR,"MIDDLETOWN, CT  06457-2062",-72.68551,41.574581
2 SILL LN,"OLD LYME, CT  06371-1128",-72.324996,41.329627
664 FOREST RD,"NORTHFORD, CT  06472-1412",-72.793936,41.378598
436 FITCHVILLE RD,"BOZRAH, CT  06334-1004",-72.180834,41.572362
263 WHALEHEAD RD,"GALES FERRY, CT  06335-1229",-72.075135,41.436897
4 WINDWOOD DR,"CROMWELL, CT  06416-2434",-72.667597,41.608172
389 TWIN LAKES RD,"SALISBURY, CT  06068-1300",-73.388671,42.042668
24 BELDENWOOD RD,"SIMSBURY, CT  06070-2145",-72.813041,41.877247
2907 TILDEN ST NW,"WASHINGTON, DC  20008-1150",-77.059056,38.941252
113 FOXTAIL CIR,"BEAR, DE  19701-2168",-75.698288,39.582786
100 VENUS DR,"NEWARK, DE  19711-3019",-75.722922,39.759806
1702 MAPLE ST,"WILMINGTON, DE  19805-4225",-75.573436,39.742403
134 ATLAS DR,"NEW CASTLE, DE  19720-2703",-75.553421,39.688384
4 SNUG HILL CT,"HOCKESSIN, DE  19707-9685",-75.674734,39.79231
1300 ALLEN ST,"SEAFORD, DE  19973-2053",-75.633118,38.638375
107 ANGLERS RD,"LEWES, DE  19958-1109",-75.137787,38.777183
303 PYRAMID AVE,"CLAYMONT, DE  19703-3201",-75.456546,39.797416
10 WIMBLEDON DR,"DOVER, DE  19904-9442",-75.581832,39.175503
604 TUDOR CT,"BETHANY BEACH, DE  19930-9786",-75.071439,38.534261
1217 HARTLY RD,"HARTLY, DE  19953-2916",-75.685059,39.16673
201 N CANVASBACK CT,"SMYRNA, DE  19977-9513",-75.636238,39.27581
205 WILLOW ST,"LAUREL, DE  19956-1715",-75.566695,38.557035
500 MAIN ST,"TOWNSEND, DE  19734-7704",-75.695366,39.393385
2879 44TH ST SW,"NAPLES, FL  34116-7923",-81.695042,26.175899
6103 CRESTWOOD AVE,"SARASOTA, FL  34231-3830",-82.528898,27.264083
1505 NW AVENUE G,"BELLE GLADE, FL  33430-2429",-80.683107,26.692766
4514 WESCOTT LN,"TAMPA, FL  33624-5218",-82.517951,28.044354
4742 WHITE HERON DR,"MELBOURNE, FL  32934-7270",-80.697979,28.125145
1 PIRATES LN 14B,"PUNTA GORDA, FL  33955",-82.007,26.8299
1604 N MAYFAIR RD,"FORT MYERS, FL  33919-6419",-81.89133,26.542267
325 TYLER AVE,"LAKELAND, FL  33801-5703",-81.939463,28.041222
216 PAINE DR,"WINTER HAVEN, FL  33884-2322",-81.674354,28.00038
9248 KINCAID CT,"SANIBEL, FL  33957-3006",-82.124957,26.449147
7513 PLEASANT DR,"HAINES CITY, FL  33844-8973",-81.542323,28.028553
1003 LA JOLLA AVE,"SUN CITY CENTER, FL  33573-5134",-82.35312,27.720964
232 SW 34TH ST,"CAPE CORAL, FL  33914-5032",-81.980432,26.588957
3305 57TH AVE,"VERO BEACH, FL  32966-1819",-80.445459,27.653772
15155 PARKSIDE DR 7,"FORT MYERS, FL  33908",-81.9177,26.5037
5208 24TH AVE E,"PALMETTO, FL  34221-2108",-82.539658,27.560471
3206 SE OTIS LN,"PORT ST LUCIE, FL  34984-6503",-80.342667,27.246233
3384 LIONEL RD,"MIMS, FL  32754-5307",-80.848948,28.703563
2916 HUNTINGTON LN,"ROCKLEDGE, FL  32955-8122",-80.734713,28.31924
9107 18TH DR NW,"BRADENTON, FL  34209-8138",-82.653786,27.516211
1901 NW 7TH AVE,"OKEECHOBEE, FL  34972-4331",-80.837296,27.261366
624 SANFIELD ST,"BRANDON, FL  33511-7132",-82.293456,27.90536
2590 CORAL WAY,"MALABAR, FL  32950-4635",-80.551397,27.979478
881 HAWAII AVE NW,"PALM BAY, FL  32907-7763",-80.701256,28.01978
101 MANTH AVE,"COCOA, FL  32927-5129",-80.775788,28.489836
1645 E CENTRAL AVE,"MERRITT IS, FL  32952-5674",-80.667174,28.38609
1703 HOMESTEAD ST,"SEBRING, FL  33870-1735",-81.486972,27.512575
420 APACHE TRL,"MERRITT ISLAND, FL  32953-7801",-80.717741,28.440499
336 W BAY DR,"VENICE, FL  34285-1401",-82.449014,27.105485
21483 LANDIS AVE,"PORT CHARLOTTE, FL  33954-3844",-82.092269,27.020704
1125 MCCAMPBELL RD,"AUBURNDALE, FL  33823-9688",-81.853564,28.050646
1407 LAKEVIEW RD,"LAKE WALES, FL  33853-3924",-81.559832,27.90574
1284 EPPINGER DR,"PT CHARLOTTE, FL  33953-2504",-82.216533,27.012223
5318 PLUM AVE,"SEFFNER, FL  33584-4484",-82.295245,27.993877
6256 MIRROR LAKE CT,"SEBASTIAN, FL  32958-8468",-80.453635,27.789922
6365 MALTON ST,"NORTH PORT, FL  34286-7115",-82.176941,27.116384
334 24TH PL SE,"VERO BEACH, FL  32962-8245",-80.369659,27.558744
215 HOOVER AVE NE,"LAKE PLACID, FL  33852-5193",-81.394658,27.259739
359 MARQUEE DR,"KISSIMMEE, FL  34758-2904",-81.500931,28.182661
9015 SOMERSET LN,"BONITA SPRINGS, FL  34135-3529",-81.802108,26.333262
2820 7TH ST W,"LEHIGH ACRES, FL  33971-1468",-81.672998,26.620187
910 BEAVER CT,"MARCO ISLAND, FL  34145-3503",-81.724931,25.939463
213 68TH ST MANATEE,"HOLMES BEACH, FL  34217",-82.7114,27.4985
16 AVALON TER,"PALM COAST, FL  32137-2506",-81.200003,29.624218
3001 MAC RD,"ST AUGUSTINE, FL  32086-5485",-81.336574,29.839548
1808 S MAGNOLIA DR,"TALLAHASSEE, FL  32301-5757",-84.262317,30.426412
7125 MOORE AVE,"PENSACOLA, FL  32526-3109",-87.306718,30.435962
4 SEA ISLAND DR S,"ORMOND BEACH, FL  32176-2169",-81.084794,29.378802
4161 KENDRICKS RD,"MILTON, FL  32583-8577",-86.992127,30.585379
1060 RUSHMORE DR,"HOLIDAY, FL  34690-6527",-82.720524,28.174472
522 STONE ISLAND RD,"ENTERPRISE, FL  32725-2427",-81.235272,28.847007
1347 CAPRI DR,"PANAMA CITY, FL  32405-4805",-85.680425,30.220823
409 HICKORY ST,"NEW SMYRNA BEACH, FL  32168-8193",-80.93611,29.024761
1141 KINGS RD,"NEPTUNE BEACH, FL  32266-3213",-81.41677,30.316625
1292 3RD ST,"ORANGE CITY, FL  32763-4112",-81.319286,28.957283
1200 ARDEN WAY,"JAX BCH, FL  32250-3740",-81.404439,30.30663
1925 DOVER CT,"OLDSMAR, FL  34677-2503",-82.695852,28.043183
134 MEADOWBROOK CT,"NICEVILLE, FL  32578-9700",-86.411125,30.483946
1300 CADILLAC DR,"DAYTONA BEACH, FL  32117-3822",-81.064219,29.225027
128 COSTA RICA,"EDGEWATER, FL  32141-7650",-80.872971,28.92734
8437 PORT SAID ST,"ORLANDO, FL  32817-1523",-81.272547,28.593197
10132 PARADISE BLVD,"TREASURE IS, FL  33706-3117",-82.760309,27.763906
317 UNION ST,"FT WALTON BCH, FL  32547-1145",-86.64241,30.457703
10041 SW 96TH AVE,"OCALA, FL  34481-8985",-82.278555,29.076764
35 RIVER BLUFF TRL,"DEBARY, FL  32713-4613",-81.350844,28.893803
1 SHAMROCK DR,"MARY ESTHER, FL  32569-1879",-86.67524,30.410847
7030 46TH AVE N,"ST PETERSBURG, FL  33709-4646",-82.7361,27.813339
303 162ND AVE,"REDINGTON BCH, FL  33708-1625",-82.813743,27.813072
6711 WALDORF CT,"NEW PORT RICHEY, FL  34655-3713",-82.703253,28.198601
63 SEA MARSH RD,"AMELIA ISLAND, FL  32034-5039",-81.456871,30.559486
2926 NOLAND ST,"MARIANNA, FL  32446-3426",-85.221008,30.777918
4417 SUMMERFIELD CT,"PACE, FL  32571-2050",-87.13719,30.60203
16991 NE 4TH ST,"SILVER SPGS, FL  34488-5429",-81.871249,29.192732
2353 MARY ANNE CIR,"NAVARRE, FL  32566-3355",-86.807561,30.420641
305 LIDDON PL,"LYNN HAVEN, FL  32444-4706",-85.652445,30.219467
755 COTTON LAKE RD,"MOLINO, FL  32577-5229",-87.33452,30.776081
2410 OAKDALE DR N,"ORANGE PARK, FL  32073-5906",-81.738924,30.15293
7846 CLARY RD,"LAUREL HILL, FL  32567-8173",-86.525299,30.940952
149 MALLARD LN,"DAYTONA BEACH, FL  32119-8331",-81.051396,29.152212
625 SE 15TH ST,"GAINESVILLE, FL  32641-3123",-82.305348,29.646116
1441 ISLAND DR S,"SOUTH PASADENA, FL  33707-3713",-82.739857,27.754345
6065 LAKE LIZZIE DR,"SAINT CLOUD, FL  34771-8507",-81.194991,28.242706
475 S BLUE LAKE AVE,"DELAND, FL  32724-6202",-81.273239,29.021717
1310 HUMPHREY BLVD,"DELTONA, FL  32738-6874",-81.187178,28.901034
11688 SE 84TH TER,"BELLEVIEW, FL  34420-7453",-82.012898,29.052383
510 GULF SHORE DR,"DESTIN, FL  32541-3038",-86.497816,30.383527
791 YORKSHIRE LN,"LAWRENCEVILLE, GA  30044-3414",-84.106852,33.92165
705 MAPLE DR,"GRIFFIN, GA  30224-4327",-84.260604,33.23553
2788 S OLA RD,"LOCUST GROVE, GA  30248-3234",-84.060402,33.363981
9 SYCAMORE STA,"DECATUR, GA  30030-2755",-84.281324,33.783257
3925 HANCOCK CIR,"ATLANTA, GA  30340-4276",-84.227032,33.894332
974 WOOTEN LAKE RD NW,"KENNESAW, GA  30144-1341",-84.578877,34.056393
2962 PADDOCK TRL,"DULUTH, GA  30096-3710",-84.123785,33.993493
61 WINDGATE DR,"RIVERDALE, GA  30274-3642",-84.387853,33.550114
1379 CRAIGHILL CT,"NORCROSS, GA  30093-3400",-84.215662,33.893201
104 CROSSGATE CIR,"LOGANVILLE, GA  30052-2294",-83.916273,33.868647
445 WICKERBERRY LN,"ROSWELL, GA  30075-4235",-84.375438,34.02209
2127 SUMMERCHASE DR,"WOODSTOCK, GA  30189-6834",-84.576523,34.121029
1689 E GATE DR,"STONE MOUNTAIN, GA  30087-1908",-84.138839,33.832713
1795 ROCKY CREEK RD,"HAMPTON, GA  30228-2454",-84.245449,33.357208
3741 TOXAWAY CT,"CHAMBLEE, GA  30341-4622",-84.235014,33.880178
2565 GLENDALE DR NE,"CONYERS, GA  30013-1412",-83.961959,33.646571
969 RAYMOND HILL RD,"NEWNAN, GA  30265-1476",-84.663877,33.442365
530 STABLEGATE DR,"ALPHARETTA, GA  30004-2422",-84.341721,34.181561
1197 KRISTEN CV,"COLLEGE PARK, GA  30349-6415",-84.427972,33.6048
1083 STAGECOACH RD,"STOCKBRIDGE, GA  30281-1931",-84.252889,33.582136
701 SANDLEWOOD CT,"MORROW, GA  30260-2197",-84.304694,33.578191
141 INDIAN HILLS CT,"MARIETTA, GA  30068-3971",-84.445911,33.953997
2490 YOLANDA TRL,"ELLENWOOD, GA  30294-1705",-84.287872,33.653029
4702 SEQUOIA DR SW,"LILBURN, GA  30047-4249",-84.116373,33.864428
3246 CLASSIC DR,"SNELLVILLE, GA  30078-3530",-83.960602,33.851788
8840 LITTLE MILL RD,"CUMMING, GA  30041-4177",-84.01692,34.289322
7117 STONEBROOK CV,"LITHONIA, GA  30058-9034",-84.097167,33.771142
5095 PINE BARK CIR,"DUNWOODY, GA  30338-4039",-84.343931,33.947851
6655 RIVER CREST PT,"SUWANEE, GA  30024-4220",-84.115514,34.088306
408 IVEY EDWARDS LN,"MCDONOUGH, GA  30253-5407",-84.168915,33.467148
130 FIELDSTONE DR,"FAIRBURN, GA  30213-1157",-84.580979,33.579251
4580 KINSDALE DR SW,"MABLETON, GA  30126-5557",-84.585368,33.843519
4247 MIDWAY RD,"DOUGLASVILLE, GA  30134-2637",-84.711152,33.760001
3215 OAKBROOK LN,"CLARKSTON, GA  30021-1004",-84.257148,33.811493
4850 CABOOSE LN NW,"ACWORTH, GA  30102-6984",-84.57718,34.070737
1689 BRANTFORD DR,"TUCKER, GA  30084-7953",-84.21375,33.831214
2111 CHESTNUT CIR,"LITHIA SPRINGS, GA  30122-3528",-84.645149,33.748238
147 COUCH ST,"SENOIA, GA  30276-1881",-84.550721,33.3046
94-1108 HINA ST,"WAIPAHU, HI  96797-3716",-158.007277,21.395015
1247C 9TH AVE,"HONOLULU, HI  96816",-157.801089,21.285361
5834 KOALI ST,"KAPAA, HI  96746-9673",-159.3696,22.05307
1891 LANILOA PL,"WAHIAWA, HI  96786-2857",-158.001878,21.50276
98-525 MAKI ST,"AIEA, HI  96701-2170",-157.945748,21.395597
4444 HOPENA ST,"LIHUE, HI  96766-9020",-159.399166,21.963797
91-1162 HAMANA ST,"EWA BEACH, HI  96706-3944",-158.02278,21.355215
2620 MIKOI PL,"KIHEI, HI  96753-7106",-156.441518,20.714749
325 ANELA ST,"HILO, HI  96720-5411",-155.077345,19.685322
156 KUULEI RD,"KAILUA, HI  96734-2718",-157.737728,21.397963
409 WAIEHU BEACH RD,"WAILUKU, HI  96793-1320",-156.485367,20.905471
2658 HOONANI RD,"KOLOA, HI  96756-9601",-159.467888,21.879605
94-457 AKOA PL,"MILILANI, HI  96789-2674",-158.025123,21.431927
47-346 MAHAKEA RD,"KANEOHE, HI  96744-4941",-157.850545,21.460551
77-6504 MAILE ST,"KAILUA KONA, HI  96740-9757",-155.964306,19.60346
460 KAULANA ST,"KAHULUI, HI  96732-2050",-156.475891,20.879906
1841 LANIKEHA PL,"PEARL CITY, HI  96782-1480",-157.964749,21.415227
67-189 KUHI ST,"WAIALUA, HI  96791-9635",-158.125578,21.567962
87-154 KULAHANAI PL,"WAIANAE, HI  96792-3361",-158.168911,21.406397
41-541 INOA ST,"WAIMANALO, HI  96795-1206",-157.713066,21.34469
210 HAIKU RD,"HAIKU, HI  96708-5877",-156.329694,20.925862
238 N MAKALEHA PL,"MAKAWAO, HI  96768-9453",-156.317265,20.856859
4526 EHAKO ST,"KALAHEO, HI  96741-9134",-159.50705,21.927095
16-569 OHE ST,"KEAAU, HI  96749-8110",-155.035775,19.619831
59-478 ALAPIO RD,"HALEIWA, HI  96712-8614",-158.049406,21.648935
92-664 MAKAKILO DR,"KAPOLEI, HI  96707-1226",-158.084779,21.348083
1919 E 33RD ST,"DES MOINES, IA  50317-8605",-93.551141,41.611567
210 E MAIN ST,"SAINT CHARLES, IA  50240-1523",-93.80364,41.288178
1026 2ND ST NE,"SIBLEY, IA  51249-1405",-95.738929,43.406655
1116 BOURLAND AVE,"WATERLOO, IA  50702-3339",-92.341682,42.475476
1026 7TH ST,"WEST DES MOINES, IA  50265-2613",-93.711895,41.585719
211 SPACE AVE SW,"MITCHELLVILLE, IA  50169-9636",-93.361456,41.664669
1202 BENTON ST,"LA PORTE CITY, IA  50651-1920",-92.185149,42.306808
504 H AVE,"GRUNDY CENTER, IA  50638-1654",-92.770393,42.360206
3629 7TH AVE,"COUNCIL BLUFFS, IA  51501-5612",-95.905838,41.255234
517 E 3RD ST,"SPENCER, IA  51301-5116",-95.136741,43.140992
3811 BROOKDALE AVE,"AMES, IA  50010-3905",-93.637221,42.058439
3555 DEERBROOK DR,"BETTENDORF, IA  52722-6155",-90.482789,41.541051
3378 NEST AVE,"SHELDON, IA  51201-7539",-95.821772,43.160378
3221 200TH ST,"SAC CITY, IA  50583-7505",-94.950512,42.503677
509 2ND AVE SW,"WAUKON, IA  52172-1821",-91.483212,43.267796
604 EASTMOOR DR,"IOWA CITY, IA  52246-2903",-91.548378,41.673222
114 N CADWELL AVE,"EAGLE GROVE, IA  50533-1741",-93.907059,42.664815
407 W 14TH ST N,"NEWTON, IA  50208-1938",-93.071577,41.703265
304 N 1ST ST,"MARSHALLTOWN, IA  50158-5808",-92.91504,42.053651
2207 LISA DR,"WEBSTER CITY, IA  50595-3037",-93.823294,42.453395
814 15TH ST SE,"MASON CITY, IA  50401-6921",-93.185478,43.137567
1003 SYCAMORE ST,"MUSCATINE, IA  52761-3952",-91.050888,41.428622
636 12TH AVE APT 3,"CORALVILLE, IA  52241-1770",-91.581469,41.677921
216 S 2ND ST,"ALBIA, IA  52531-2024",-92.80552,41.02468
13281 SUNSET CIR,"CLIVE, IA  50325-8806",-93.800942,41.60432
429 N 9TH ST,"OSKALOOSA, IA  52577-2341",-92.635122,41.300141
533 MARSHALL AVE,"EVANSDALE, IA  50707-1631",-92.285505,42.471357
1636 W PLEASANT ST,"DAVENPORT, IA  52804-2239",-90.600073,41.53978
1710 330TH ST,"EVERLY, IA  51338-7535",-95.248576,43.169594
910 JENNINGS ST,"KNOXVILLE, IA  50138-3113",-93.1081,41.311275
129 S HIAWATHA DR,"HAILEY, ID  83333-5053",-114.311672,43.531163
435 E CHESTER LN,"BOISE, ID  83706-4093",-116.177873,43.586389
2122 ALDER AVE,"LEWISTON, ID  83501-6125",-116.920097,46.371067
1711 E AMITY AVE,"NAMPA, ID  83686-5546",-116.550082,43.56111
2640 N NUGGET LN,"POST FALLS, ID  83854-8486",-116.954268,47.734929
275 MCGINNIS DR,"WEISER, ID  83672-1262",-116.971154,44.264023
2391 E 3300 N,"TWIN FALLS, ID  83301-0405",-114.577152,42.475926
829 CRESTMONT AVE,"IDAHO FALLS, ID  83402-2647",-112.059854,43.501768
1245 LYN DR,"BLACKFOOT, ID  83221-3659",-112.340395,43.174657
2134 N CANTER PL,"EAGLE, ID  83616-3663",-116.356304,43.713935
969 W MOUNTAIN RD,"CASCADE, ID  83611-5019",-116.119268,44.536226
1789 S 2ND AVE,"POCATELLO, ID  83201-6863",-112.432324,42.851851
405 S MAPLE ST,"KELLOGG, ID  83837-2635",-116.119946,47.533508
908 BAKER AVE,"SALMON, ID  83467-3739",-113.914423,45.181303
617 CREEKSIDE LN,"SANDPOINT, ID  83864-2325",-116.576483,48.267141
510 15TH ST APT 11,"RUPERT, ID  83350-1269",-113.67457,42.627335
1705 W PINE AVE,"MERIDIAN, ID  83642-1963",-116.414865,43.611673
803 FAIRWAY DR,"MCCALL, ID  83638",-116.086378,44.919123
1451 MAGEE RD,"GENESEE, ID  83832-9771",-116.839193,46.62391
575 W GRANDVIEW DR,"MALAD CITY, ID  83252-5367",-112.262141,42.203428
311 NE 14TH DR,"FRUITLAND, ID  83619-2347",-116.908776,44.024304
724 E 7TH ST APT 4,"MOSCOW, ID  83843-3500",-116.991507,46.729232
740 TRINI ST,"KUNA, ID  83634-1910",-116.422702,43.496707
801 ADELL AVE,"FILER, ID  83328-5341",-114.611779,42.565712
820 E BIRCH AVE,"COEUR D ALENE, ID  83814-4429",-116.773984,47.684185
616 W MAPLE ST,"CALDWELL, ID  83605-5183",-116.705117,43.650036
1659 E 2200 S,"GOODING, ID  83330-5229",-114.760366,42.879876
595 N FAIRWAY PL,"PRESTON, ID  83263-5390",-111.863307,42.111652
300 4TH AVE E,"WENDELL, ID  83355-5120",-114.700025,42.779601
209 E WENDLE AVE,"PARMA, ID  83660-6075",-116.94801,43.782258
455 MANSER DR,"PAYETTE, ID  83661-3143",-116.913925,44.072345
430 S 7TH ST,"SAINT MARIES, ID  83861-1808",-116.566299,47.31272
1771 SHERWOOD RD,"DES PLAINES, IL  60016-3542",-87.878257,42.047103
8936 S UTICA AVE,"EVERGREEN PARK, IL  60805-1231",-87.698728,41.730431
7011 W 63RD PL,"CHICAGO, IL  60638-4643",-87.796389,41.776241
15 N WASHINGTON ST,"CARPENTERSVILLE, IL  60110-2615",-88.287733,42.109902
16N287 RANDALL RD,"ELGIN, IL  60123-7822",-88.333287,42.10007
1509 FERRY ST,"WAUKEGAN, IL  60087-2930",-87.848246,42.402581
275 DALTON AVE,"MUNDELEIN, IL  60060-2523",-87.990982,42.268223
1614 S 49TH CT,"CICERO, IL  60804-1542",-87.748373,41.857807
7924 W 101ST PL,"PALOS HILLS, IL  60465-1523",-87.815694,41.706865
1221 DOGWOOD LN,"BARTLETT, IL  60103-5818",-88.192171,41.960433
413 DRUMMOND CT,"ROSELLE, IL  60172-2615",-88.112867,41.974756
9146 TULLEY AVE,"OAK LAWN, IL  60453-1753",-87.749749,41.725526
415 S ALBERT ST,"MT PROSPECT, IL  60056-3409",-87.922198,42.057773
2129 DESPLAINES ST,"BLUE ISLAND, IL  60406-3109",-87.673582,41.648435
471 DUANE ST,"GLEN ELLYN, IL  60137-4530",-88.069035,41.875191
3S132 TIMBER DR,"WARRENVILLE, IL  60555-2482",-88.199766,41.826275
3809 WISCONSIN AVE,"BERWYN, IL  60402-3955",-87.799504,41.822594
4240 SUFFIELD CT,"SKOKIE, IL  60076-1959",-87.734011,42.043682
16410 PRAIRIE AVE,"SOUTH HOLLAND, IL  60473-2129",-87.616438,41.596726
11106 MARTINDALE DR,"WESTCHESTER, IL  60154-4920",-87.899022,41.843495
812 ROLLING DR,"LISLE, IL  60532-2324",-88.068839,41.789207
1427 MAGNOLIA WAY,"CAROL STREAM, IL  60188-3366",-88.172813,41.926621
260 S BASSWOOD RD,"LAKE FOREST, IL  60045-2807",-87.853298,42.234973
7338 W GREENLEAF ST,"NILES, IL  60714-2118",-87.810015,42.037283
16 CLAIRMONT ST,"JOLIET, IL  60433-1518",-88.02817,41.524709
2325 MODAFF RD,"NAPERVILLE, IL  60565-3117",-88.148759,41.722317
24730 S 88TH AVE,"FRANKFORT, IL  60423-9743",-87.826363,41.440254
23040 PILCHER RD,"PLAINFIELD, IL  60544-7998",-88.180155,41.637859
2 POTOMAC CT,"BOLINGBROOK, IL  60440-1460",-88.07488,41.710766
13415 BIG RUN LN,"LOCKPORT, IL  60441-7411",-88.031876,41.642777
107 MEMPHIS PL,"VERNON HILLS, IL  60061-2313",-87.967319,42.224391
112 TOWER RD,"BARRINGTON, IL  60010-4244",-88.136728,42.145753
912 SIMPSON ST,"EVANSTON, IL  60201-3118",-87.683923,42.055487
941 PRAIRIE LAWN RD,"GLENVIEW, IL  60025-4053",-87.829831,42.072084
10742 AUSTIN AVE,"CHICAGO RIDGE, IL  60415-2224",-87.769494,41.696454
225 E BENTON ST,"OSWEGO, IL  60543-9028",-88.351627,41.677969
7 HIAWATHA DR,"CLARENDON HLS, IL  60514-1113",-87.969754,41.801455
14507 ARTHUR CT,"DOLTON, IL  60419-1709",-87.609552,41.631247
1447 FAIRPORT DR,"GRAYSLAKE, IL  60030-7915",-88.04194,42.367847
1440 KEYSTONE AVE,"RIVER FOREST, IL  60305-1011",-87.823873,41.906349
907 SKI HILL RD,"FOX RIVER GROVE, IL  60021-1325",-88.208591,42.204119
355 PARK VIEW TER,"BUFFALO GROVE, IL  60089-9102",-87.967475,42.137006
8610 LAWLER AVE,"BURBANK, IL  60459-2839",-87.747119,41.735804
421 WHEELER DR,"LEMONT, IL  60439-6148",-87.985584,41.674619
47 N CEDAR LN,"GLENWOOD, IL  60425-1484",-87.608619,41.547784
514 LAUREN LN,"ISLAND LAKE, IL  60042-9004",-88.209377,42.28439
7525 160TH PL,"TINLEY PARK, IL  60477-1584",-87.802639,41.59891
1099 S CHICAGO AVE,"KANKAKEE, IL  60901-5238",-87.859463,41.108076
512 WEDGEWOOD CT,"HINSDALE, IL  60521-3181",-87.938218,41.811962
5178 COULTER RD,"OAK FOREST, IL  60452-4456",-87.74435,41.584814
1430 MARION CT,"GENEVA, IL  60134-1925",-88.322871,41.885278
10746 CRESTVIEW RD,"COUNTRYSIDE, IL  60525-4803",-87.883986,41.766043
7444 W 57TH PL,"SUMMIT, IL  60501-1313",-87.80818,41.787385
3N075 WOODVIEW DR,"WEST CHICAGO, IL  60185-1525",-88.164553,41.916861
1118 OAKWOOD DR,"WESTMONT, IL  60559-1042",-87.966006,41.823282
230 FISK AVE APT C,"DEKALB, IL  60115-5405",-88.749511,41.933991
341 W CHERYL LN,"PALATINE, IL  60067-6807",-88.052302,42.099751
514 KEMMAN AVE,"LA GRANGE PK, IL  60526-5726",-87.861423,41.82438
5 BENT TREE CT,"HAWTHORN WOODS, IL  60047-8527",-88.1097,42.239455
102 W 24TH ST,"CHICAGO HEIGHTS, IL  60411-4384",-87.644575,41.493088
309 N MAIN ST,"SANDWICH, IL  60548-1567",-88.622152,41.648661
518 THOMAS AVE,"FOREST PARK, IL  60130-1968",-87.81023,41.876853
1S174 INGERSOLL LN,"VILLA PARK, IL  60181-3621",-87.984227,41.857136
3308 ORIOLE LN,"ROLLING MEADOWS, IL  60008-2759",-88.01046,42.074648
2320 PHINNEY DR,"CHAMPAIGN, IL  61821-6433",-88.274255,40.084036
3917 W ORLEANS ST,"MCHENRY, IL  60050-3950",-88.275295,42.351528
412 E FULLERTON AVE,"GLENDALE HTS, IL  60139-2527",-88.071089,41.91863
53 WAGNER DR,"NORTHLAKE, IL  60164-1455",-87.900046,41.923625
8118 45TH ST,"LYONS, IL  60534-1808",-87.82389,41.810245
1514 W ROANOKE DR,"ARLINGTON HTS, IL  60004-2821",-88.001599,42.120779
440 HILLCREST DR,"ALGONQUIN, IL  60102-2227",-88.290848,42.171718
117 FREDERICK AVE,"BELLWOOD, IL  60104-1119",-87.882081,41.890157
682 BIRCH LN,"OLYMPIA FIELDS, IL  60461-1502",-87.678887,41.514433
101 W BELMONT AVE,"BENSENVILLE, IL  60106-3305",-87.941426,41.935786
1717 MARCEE LN,"NORTHBROOK, IL  60062-4647",-87.819854,42.129906
13 S HARRISON ST,"BATAVIA, IL  60510-2413",-88.319045,41.849122
501 2ND AVE,"MARENGO, IL  60152-2415",-88.603239,42.256779
132 N MAY ST,"ADDISON, IL  60101-3544",-87.992725,41.930194
665 GREENBRIER LN,"CRYSTAL LAKE, IL  60014-7010",-88.345599,42.222475
2016 PROSPECT AVE,"NORTH CHICAGO, IL  60064-2314",-87.86492,42.322354
6359 ANDOVER DR,"GURNEE, IL  60031-4746",-87.960058,42.345436
744 LAUREL AVE,"HIGHLAND PARK, IL  60035-3561",-87.802091,42.18282
120 ANN ST,"CARY, IL  60013-1610",-88.241859,42.21938
945 SKOKIE RIDGE DR,"GLENCOE, IL  60022-1433",-87.771753,42.136603
11404 193RD ST,"MOKENA, IL  60448-8423",-87.895277,41.539168
